t,x,y
0.000000E0,9.510438E0,5.007995E0
3.313333E-2,9.343502E0,5.051484E0
8.300000E-2,8.889257E0,5.169367E0
1.329000E-1,8.416508E0,5.287235E0
1.668000E-1,8.088818E0,5.348746E0
2.164333E-1,7.647435E0,5.405956E0
2.509000E-1,7.331712E0,5.429276E0
2.831667E-1,7.014327E0,5.448399E0
3.171333E-1,6.692274E0,5.464848E0
3.668000E-1,6.251293E0,5.448019E0
4.162667E-1,5.794107E0,5.408542E0
4.496333E-1,5.477968E0,5.371074E0
4.830667E-1,5.167684E0,5.328137E0
5.174000E-1,4.892547E0,5.266252E0
5.497000E-1,4.567476E0,5.207086E0
5.836667E-1,4.167062E0,5.090720E0
6.334000E-1,3.819138E0,4.975755E0
6.662667E-1,3.506404E0,4.872546E0
7.163667E-1,3.067635E0,4.694291E0
7.498333E-1,2.777641E0,4.563571E0
7.841667E-1,2.469702E0,4.413712E0
8.164667E-1,2.173220E0,4.255893E0
8.671000E-1,1.748583E0,4.006910E0
9.001333E-1,1.463576E0,3.827209E0
9.329000E-1,1.184879E0,3.643823E0
9.667000E-1,8.917136E-1,3.444651E0
1.016400E0,4.704503E-1,3.125774E0
